Country,Region,Oil Gas,Production source,Upstream Downstream,Reason,Abatement technology,Emissions,Possible Savings,Cost
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Early replacement of devices,0,0,0
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Install plunger,0,0,0
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Other,0,0,0
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Replace compressor seal or rod,0,0,0
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Replace pumps,0,0,0
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Replace with electric motor,0,0,0
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Replace with instrument air systems,0,0,0
New Zealand,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Unabated,0.14000000059604645,0,0
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Unabated,0.3100000023841858,0,0
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Upstream LDAR,0,0,0
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Install plunger,0,0,0
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Other,0,0,0
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace compressor seal or rod,0,0,0
Nigeria,Africa,Gas,Downstream gas,Downstream,Vented,Blowdown capture,0,0,0
Nigeria,Africa,Gas,Downstream gas,Downstream,Vented,Downstream LDAR,0,0,0
Nigeria,Africa,Gas,Downstream gas,Downstream,Vented,Early replacement of devices,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Fugitive,Upstream LDAR,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Blowdown capture,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Early replacement of devices,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Install flares,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Install plunger,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Other,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Replace compressor seal or rod,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Replace pumps,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Replace with electric motor,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Replace with instrument air systems,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Unabated,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Upstream LDAR,0,0,0
New Zealand,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Vapour recovery units,0,0,0
New Zealand,Asia Pacific,Satellite-detected large emitters,Satellite-detected large emitters,Downstream,Fugitive,Downstream LDAR,0,0,0
New Zealand,Asia Pacific,Satellite-detected large emitters,Satellite-detected large emitters,Upstream,Fugitive,Upstream LDAR,0,0,0
Nigeria,Africa,Gas,Downstream gas,Downstream,Vented,Install plunger,0,0,0
Nigeria,Africa,Gas,Downstream gas,Downstream,Vented,Replace compressor seal or rod,0,0,0
Nigeria,Africa,Gas,Downstream gas,Downstream,Vented,Replace pumps,0,0,0
Nigeria,Africa,Gas,Downstream gas,Downstream,Vented,Unabated,20.139999389648438,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Blowdown capture,0,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Early replacement of devices,0,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Install plunger,0,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Other,0,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Replace pumps,0,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Replace with electric motor,0,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Unabated,17.979999542236328,0,0
Nigeria,Africa,Gas,Offshore gas,Upstream,Vented,Upstream LDAR,0,0,0
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Vented,Other,0,0,0
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Early replacement of devices,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Install plunger,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Other,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Unabated,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Upstream LDAR,0,0,0
Nigeria,Africa,Gas,Unconventional gas,Upstream,Vented,Vapour recovery units,0,0,0
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Vented,Unabated,72.87000274658203,0,0
Nigeria,Africa,Gas,Onshore conventional gas,Upstream,Vented,Upstream LDAR,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Install plunger,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Other,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Replace compressor seal or rod,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Replace pumps,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Replace with electric motor,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Replace with instrument air systems,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Unabated,1.440000057220459,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Blowdown capture,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Downstream LDAR,0,0,0
Nigeria,Africa,Oil,Downstream oil,Downstream,Vented,Early replacement of devices,0,0,0
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Blowdown capture,0,0,0
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Early replacement of devices,0,0,0
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Install plunger,0,0,0
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Other,0,0,0
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Replace pumps,0,0,0
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Replace with electric motor,0,0,0
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Unabated,103.13999938964844,0,0
Nigeria,Africa,Oil,Offshore oil,Upstream,Vented,Upstream LDAR,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Fugitive,Upstream LDAR,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Blowdown capture,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Early replacement of devices,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Install flares,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Install plunger,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Other,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Replace compressor seal or rod,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Replace pumps,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Replace with electric motor,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Replace with instrument air systems,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Unabated,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Upstream LDAR,0,0,0
Nigeria,Africa,Oil,Unconventional oil,Upstream,Vented,Vapour recovery units,0,0,0
Nigeria,Africa,Satellite-detected large emitters,Satellite-detected large emitters,Downstream,Fugitive,Downstream LDAR,0,0,0
Nigeria,Africa,Satellite-detected large emitters,Satellite-detected large emitters,Upstream,Fugitive,Upstream LDAR,0,0,0
Israel,Europe,Gas,Onshore conventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Replace pumps,0,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Replace with electric motor,0,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Install plunger,0,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Other,0,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Unabated,4.159999847412109,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Upstream LDAR,0,0,0
Israel,Europe,Gas,Downstream gas,Downstream,Vented,Unabated,2.4700000286102295,0,0
Israel,Europe,Gas,Downstream gas,Downstream,Vented,Install plunger,0,0,0
Israel,Europe,Gas,Downstream gas,Downstream,Vented,Replace compressor seal or rod,0,0,0
Israel,Europe,Gas,Downstream gas,Downstream,Vented,Replace pumps,0,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Blowdown capture,0,0,0
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Early replacement of devices,0,0,0
Israel,Europe,Gas,Onshore conventional gas,Upstream,Vented,Other,0,0,0
Israel,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
Israel,Europe,Gas,Onshore conventional gas,Upstream,Vented,Unabated,0,0,0
Israel,Europe,Gas,Onshore conventional gas,Upstream,Vented,Upstream LDAR,0,0,0
Italy,Europe,Gas,Downstream gas,Downstream,Vented,Blowdown capture,0,0,0
Italy,Europe,Gas,Downstream gas,Downstream,Vented,Downstream LDAR,0,0,0
Italy,Europe,Gas,Downstream gas,Downstream,Vented,Early replacement of devices,0,0,0
Italy,Europe,Gas,Downstream gas,Downstream,Vented,Install plunger,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Early replacement of devices,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Install plunger,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Other,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Unabated,0,0,0
Israel,Europe,Gas,Unconventional gas,Upstream,Vented,Upstream LDAR,0,0,0
Israel,Europe,Satellite-detected large emitters,Satellite-detected large emitters,Downstream,Fugitive,Downstream LDAR,0,0,0
Israel,Europe,Satellite-detected large emitters,Satellite-detected large emitters,Upstream,Fugitive,Upstream LDAR,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Blowdown capture,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Downstream LDAR,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Early replacement of devices,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Install plunger,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Other,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Replace compressor seal or rod,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Replace pumps,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Replace with electric motor,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Replace with instrument air systems,0,0,0
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Vented,Unabated,3.6500000953674316,0,0
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Install plunger,0,0,0
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Other,0,0,0
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Blowdown capture,0,0,0
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Early replacement of devices,0,0,0
Israel,Europe,Gas,Downstream gas,Downstream,Vented,Blowdown capture,0,0,0
Israel,Europe,Gas,Downstream gas,Downstream,Vented,Downstream LDAR,0,0,0
Israel,Europe,Gas,Downstream gas,Downstream,Vented,Early replacement of devices,0,0,0
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Replace pumps,0,0,0
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Replace with electric motor,0,0,0
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Unabated,0.44999998807907104,0,0
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Upstream LDAR,0,0,0
OASEAN9,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Other,0,0,0
OASEAN9,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
OASEAN9,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Unabated,0.550000011920929,0,0
OASEAN9,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Upstream LDAR,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Early replacement of devices,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install plunger,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Other,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Unabated,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Upstream LDAR,0,0,0
OASEAN9,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Vapour recovery units,0,0,0
OASEAN9,Asia Pacific,Gas,Onshore conventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Install plunger,0,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Other,0,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Replace pumps,0,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Replace with electric motor,0,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Unabated,16.270000457763672,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Upstream LDAR,0,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Early replacement of devices,0,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Install plunger,0,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Other,0,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace compressor seal or rod,0,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Blowdown capture,0,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Early replacement of devices,0,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Install plunger,0,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Other,0,0,0
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Unabated,11.779999732971191,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Blowdown capture,0,0,0
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Early replacement of devices,0,0,0
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Install plunger,0,0,0
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace compressor seal or rod,0,0,0
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace pumps,0,0,0
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Blowdown capture,0,0,0
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Downstream LDAR,0,0,0
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Early replacement of devices,0,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Replace pumps,0,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Replace with electric motor,0,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Unabated,4.309999942779541,0,0
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Upstream LDAR,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Blowdown capture,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Downstream LDAR,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Early replacement of devices,0,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,0,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Unabated,0.05999999865889549,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Upstream LDAR,0,0,0
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Vapour recovery units,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Fugitive,Upstream LDAR,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Blowdown capture,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Early replacement of devices,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Install flares,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Install plunger,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Other,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Replace compressor seal or rod,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Replace pumps,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Replace with electric motor,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Replace with instrument air systems,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Unabated,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Upstream LDAR,0,0,0
Norway,Europe,Oil,Unconventional oil,Upstream,Vented,Vapour recovery units,0,0,0
Norway,Europe,Satellite-detected large emitters,Satellite-detected large emitters,Downstream,Fugitive,Downstream LDAR,0,0,0
Norway,Europe,Satellite-detected large emitters,Satellite-detected large emitters,Upstream,Fugitive,Upstream LDAR,0,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Replace pumps,0,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Replace with electric motor,0,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Unabated,1.7599999904632568,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Upstream LDAR,0,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Install plunger,0,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Other,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Install plunger,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Other,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Replace compressor seal or rod,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Replace pumps,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Replace with electric motor,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Replace with instrument air systems,0,0,0
Norway,Europe,Oil,Downstream oil,Downstream,Vented,Unabated,0.07000000029802322,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Early replacement of devices,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Install flares,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Other,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Unabated,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Upstream LDAR,0,0,0
Norway,Europe,Gas,Onshore conventional gas,Upstream,Vented,Vapour recovery units,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Early replacement of devices,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Install plunger,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Other,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Unabated,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Upstream LDAR,0,0,0
Norway,Europe,Gas,Unconventional gas,Upstream,Vented,Vapour recovery units,0,0,0
Nigeria,Africa,Oil,Onshore conventional oil,Upstream,Vented,Install plunger,0,0,0
Nigeria,Africa,Oil,Onshore conventional oil,Upstream,Vented,Replace compressor seal or rod,0,0,0
Nigeria,Africa,Oil,Onshore conventional oil,Upstream,Vented,Unabated,111.77999877929688,0,0
Nigeria,Africa,Oil,Onshore conventional oil,Upstream,Vented,Upstream LDAR,0,0,0
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Blowdown capture,0,0,0
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Downstream LDAR,0,0,0
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Early replacement of devices,0,0,0
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Install plunger,0,0,0
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Replace compressor seal or rod,0,0,0
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Replace pumps,0,0,0
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0,0,0
Norway,Europe,Gas,Downstream gas,Downstream,Vented,Unabated,0.07000000029802322,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Blowdown capture,0,0,0
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Early replacement of devices,0,0,0
Turkmenistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Turkmenistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,157.5500030517578,157.5500030517578,0
Turkmenistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Other,0,0,0
Turkmenistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
Turkmenistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Unabated,632.4199829101562,0,0
Turkmenistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Upstream LDAR,0,0,0
Turkmenistan,Russia & Caspian,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0,0,0
Turkmenistan,Russia & Caspian,Gas,Unconventional gas,Upstream,Incomplete-flare,Vapour recovery units,0,0,0
Turkmenistan,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0,0,0
Turkmenistan,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Early replacement of devices,0,0,0
Turkmenistan,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Install flares,0,0,0
Turkmenistan,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Install plunger,0,0,0
Turkmenistan,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Other,0,0,0
Turkmenistan,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Replace compressor seal or rod,0,0,0
